TEMPERATURE,TURBIDITY,DISOLVED OXYGEN,pH,AMMONIA,NITRATE,Population,Length,Weight
24.8125,51,26.032,6.1276,0,1712,50,41.267134,605.357114
24.875,51,25.694,6.17753,3001.49292,1378,50,41.267134,605.357114
24.8125,51,24.536,6.10036,65707.53906,1298,50,41.267134,605.357114
24.875,51,25.475,6.16391,0,1302,50,41.267134,605.357114
24.875,51,22.026,6.23201,385.59799,1205,50,41.267134,605.357114
24.875,51,24.41,6.44536,0,1232,50,41.267134,605.357114
24.875,51,26.024,6.22747,402.37036,1216,50,41.267134,605.357114
24.8125,51,40.021,6.22747,417.73453,1204,50,41.267134,605.357114
24.875,51,24.596,6.22747,0,1211,50,41.267134,605.357114
24.875,51,23.1,6.22293,468.02249,1147,50,41.267134,605.357114
24.8125,51,24.122,6.19569,632.72919,1147,50,41.267134,605.357114
24.875,51,22.652,6.19569,710.07788,1142,50,41.267134,605.357114
24.875,51,22.812,6.20477,863.00043,1123,50,41.267134,605.357114
24.875,51,22.947,6.22747,317.71976,1138,50,41.267134,605.357114
24.875,51,22.677,6.22293,436.12363,1139,50,41.267134,605.357114
24.875,51,24.959,6.18207,0,1211,50,41.267134,605.357114
24.875,51,20.953,6.17753,643.68463,1139,50,41.267134,605.357114
24.875,51,23.362,6.16391,939.22113,1152,50,41.267134,605.357114
24.875,51,23.446,6.15937,1342.76733,1127,50,41.267134,605.357114
24.875,51,26.294,5.85977,0,2036,50,41.267134,605.357114
24.875,51,25.17,5.83253,0,2507,50,41.267134,605.357114
24.9375,51,26.768,5.95964,0,2688,50,41.267134,605.357114
24.9375,51,26.962,6.00503,564.95374,1793,50,41.267134,605.357114
24.9375,51,27.072,6.04135,1822.18152,1638,50,41.267134,605.357114
24.9375,51,23.666,6.36365,0,1436,50,41.267134,605.357114
24.9375,51,23.784,6.39543,18.10319,1307,50,41.267134,605.357114
24.875,51,21.789,6.38181,16.75256,1268,50,41.267134,605.357114
24.9375,51,20.133,6.39543,71171588096,1231,50,41.267134,605.357114
24.9375,51,24.334,6.38181,15.2118,1165,50,41.267134,605.357114
24.9375,51,23.336,6.42266,2516.40332,1802,50,41.267134,605.357114
25,51,22.266,6.38181,1571.43384,1930,50,41.267134,605.357114
25,51,21.69,6.44536,2.84243,1605,50,41.267134,605.357114
24.9375,51,23.759,6.44536,5.80358,1446,50,41.267134,605.357114
25,51,20.496,6.52253,440.86465,1388,50,41.267134,605.357114
25.0625,51,18.133,6.52707,8.7624,1258,50,41.267134,605.357114
25.0625,51,19.255,6.51799,8.7624,1216,50,41.267134,605.357114
25,51,19.487,6.51345,8.82865,1187,50,41.267134,605.357114
25,51,17.661,6.49529,9.37759,1162,50,41.267134,605.357114
25,51,19.079,6.51799,9.30709,1119,50,41.267134,605.357114
25,51,19.487,6.46352,2766.55469,1168,50,41.267134,605.357114
25,51,19.239,6.4726,9.70175,1088,50,41.267134,605.357114
25,51,19.816,6.48622,1646.53955,1122,50,41.267134,605.357114
25,51,19.743,6.49529,1423.6228,1086,50,41.267134,605.357114
25,51,17.437,6.49075,9.03051,1021,50,41.267134,605.357114
25.0625,51,19.255,6.4726,9.09885,1008,50,41.267134,605.357114
25,51,18.486,6.4726,9.13322,995,50,41.267134,605.357114
25,51,21.169,6.49529,8.82865,1003,50,41.267134,605.357114
25,51,21.185,6.47714,8.72947,1001,50,41.267134,605.357114
25.0625,51,19.872,6.46806,8.82865,991,50,41.267134,605.357114
25,51,18.614,6.46806,8.79546,993,50,41.267134,605.357114
25,51,18.037,6.44536,8.47056,1002,50,41.267134,605.357114
25,51,19.167,6.46806,3832.65967,1049,50,41.267134,605.357114
25.0625,51,20.408,6.34095,5161.33887,1863,50,41.267134,605.357114
25.0625,51,20.288,6.35911,8.82865,1365,50,41.267134,605.357114
25.0625,51,21.441,6.37273,128932.3984,1229,50,41.267134,605.357114
25.125,51,19.992,6.38181,42627.83594,1200,50,41.267134,605.357114
25.0625,51,18.254,6.39997,9.92427,1117,50,41.267134,605.357114
25.0625,51,20.184,6.38181,10.78645,1097,50,41.267134,605.357114
25.0625,51,19.751,6.38635,140183.8906,1114,50,41.267134,605.357114
25.0625,51,19.039,6.4045,31225.00977,1078,50,41.267134,605.357114
25.125,51,20.857,6.37727,43744.06641,1079,50,41.267134,605.357114
25.0625,51,20.328,6.37727,84225.0625,1081,50,41.267134,605.357114
25.0625,51,18.366,6.39997,11.20371,1011,50,41.267134,605.357114
25.0625,51,18.975,6.39543,86803.40625,1071,50,41.267134,605.357114
25.125,51,20.905,6.38635,9.66517,1008,50,41.267134,605.357114
25.0625,51,15.691,6.37727,11.77134,1008,50,41.267134,605.357114
25.0625,51,17.861,6.42266,7.88685,997,50,41.267134,605.357114
25.0625,51,17.084,6.41358,8.82865,1019,50,41.267134,605.357114
25.125,51,21.225,6.39543,29412.98633,1063,50,41.267134,605.357114
25.0625,51,18.326,6.4045,40497.41016,1062,50,41.267134,605.357114
25.0625,51,15.811,6.43174,7.42742,1043,50,41.267134,605.357114
25.0625,51,18.166,6.39997,7.04796,1061,50,41.267134,605.357114
25.0625,51,17.861,6.64056,2628.37695,1111,50,41.267134,605.357114
25.0625,51,18.902,6.4045,7.9762,1049,50,41.267134,605.357114
25.125,51,20.288,6.42266,5291.46436,1087,50,41.267134,605.357114
25.125,51,18.414,6.39997,8.50249,1028,50,41.267134,605.357114
25.125,51,15.162,6.41358,7.9762,1013,50,41.267134,605.357114
25.1875,51,18.614,6.42266,7.9762,1021,50,41.267134,605.357114
25.125,51,17.613,6.4272,6.13762,1047,50,41.267134,605.357114
25.125,51,19.183,6.38635,7.79854,1062,50,41.267134,605.357114
25.125,51,19.351,6.39997,8.63143,1042,50,41.267134,605.357114
25.125,51,20.809,6.39543,9.59243,1018,50,41.267134,605.357114
25.125,51,19.391,6.39089,8.89541,1008,50,41.267134,605.357114
25.125,51,17.709,6.43174,3686.25684,1069,50,41.267134,605.357114
25.125,51,16.115,6.38181,6.89145,1056,50,41.267134,605.357114
25.125,51,21.305,6.37273,8627.95215,1113,50,41.267134,605.357114
25.125,51,18.166,6.34549,9.03051,1062,50,41.267134,605.357114
25.125,51,19.575,6.577,9204.03223,1122,50,41.267134,605.357114
25.125,51,14.713,6.37727,8.79546,1056,50,41.267134,605.357114
25.125,51,33.784,6.39543,7.04796,1047,50,41.267134,605.357114
25.125,51,15.907,6.39543,8.12741,1038,50,41.267134,605.357114
25.125,51,18.726,6.39089,16999.02344,1082,50,41.267134,605.357114
25.125,51,16.612,6.39543,9.92427,1011,50,41.267134,605.357114
25.125,51,19.848,6.4045,10.66445,1009,50,41.267134,605.357114
25.125,51,17.028,6.39997,7.10092,996,50,41.267134,605.357114
25.1875,51,17.052,6.43174,6.46705,1000,50,41.267134,605.357114
25.125,51,16.379,6.41812,3361.19336,1034,50,41.267134,605.357114
25.125,51,16.339,6.43628,7.62495,981,50,41.267134,605.357114
25.1875,51,17.869,6.37273,7.9762,983,50,41.267134,605.357114
25.125,51,14.922,6.37727,8.56672,982,50,41.267134,605.357114
25.125,51,16.259,6.37273,8.92899,994,50,41.267134,605.357114
25.125,51,18.606,6.37273,10.34606,999,50,41.267134,605.357114
25.1875,51,12.735,6.4045,10.78645,993,50,41.267134,605.357114
25.125,51,20.512,6.58608,30122.01172,1054,50,41.267134,605.357114
25.125,51,16.684,6.37273,82970.90625,1049,50,41.267134,605.357114
25.125,51,16.692,6.34095,203017.75,1059,50,41.267134,605.357114
25.1875,51,18.59,6.37273,21146568704,1264,50,41.267134,605.357114
25.1875,51,16.131,6.35911,8.82865,1163,50,41.267134,605.357114
25.125,51,17.749,6.54977,23331.10547,1150,50,41.267134,605.357114
25.125,51,19.223,6.34549,58734.82422,1123,50,41.267134,605.357114
25.125,51,19.055,6.34095,54093.90625,1088,50,41.267134,605.357114
25.1875,51,16.956,6.37273,10.74563,1015,50,41.267134,605.357114
25.125,51,17.397,6.37273,13.5569,1011,50,41.267134,605.357114
25.1875,51,17.837,6.37273,11.90653,1014,50,41.267134,605.357114
25.1875,51,18.101,6.36819,11.63773,1008,50,41.267134,605.357114
25.1875,51,16.443,6.34549,12.41623,1003,50,41.267134,605.357114
25.125,51,35.651,6.37273,12.94872,999,50,41.267134,605.357114
25.1875,51,18.19,6.36819,11.20371,995,50,41.267134,605.357114
25.125,51,16.804,6.37273,34842.59375,1057,50,41.267134,605.357114
25.1875,51,17.581,6.36819,12.04333,987,50,41.267134,605.357114
25.1875,51,17.292,6.36365,48583.32422,1040,50,41.267134,605.357114
25.1875,51,18.166,6.37273,12.2283,987,50,41.267134,605.357114
25.1875,51,19.711,6.36365,24138.34375,1042,50,41.267134,605.357114
25.1875,51,17.997,6.37273,9.88682,985,50,41.267134,605.357114
25.1875,51,18.558,6.37273,8.89541,994,50,41.267134,605.357114
25.1875,51,19.351,6.37727,9.59243,996,50,41.267134,605.357114
25.1875,51,18.486,6.577,8318.2666,1064,50,41.267134,605.357114
25.1875,51,18.614,6.36365,10807.5918,1067,50,41.267134,605.357114
25.1875,51,17.869,6.37273,12144.8877,1066,50,41.267134,605.357114
25.1875,51,17.717,6.37273,8.89541,999,50,41.267134,605.357114
25.1875,51,16.363,6.37273,8.89541,1008,50,41.267134,605.357114
25.1875,51,15.01,6.36819,9.81236,1008,50,41.267134,605.357114
25.1875,51,15.666,6.35911,11.20371,999,50,41.267134,605.357114
25.1875,51,17.236,6.37273,9.30709,997,50,41.267134,605.357114
25.1875,51,17.709,6.4045,7.76933,993,50,41.267134,605.357114
25.1875,51,16.916,6.4045,6.58903,989,50,41.267134,605.357114
25.1875,51,16.892,6.38181,7079.54883,1047,50,41.267134,605.357114
25.1875,51,15.242,6.37273,4952.81738,1040,50,41.267134,605.357114
25.1875,51,18.133,6.37273,8.69667,985,50,41.267134,605.357114
25.25,51,17.308,6.37727,8.2505,987,50,41.267134,605.357114
25.1875,51,17.789,6.39543,5852.91992,1032,50,41.267134,605.357114
25.1875,51,16.483,6.38635,9.66517,978,50,41.267134,605.357114
25.1875,51,16.74,6.38635,7.9463,974,50,41.267134,605.357114
25.1875,51,18.101,6.39543,7.04796,993,50,41.267134,605.357114
25.25,51,18.15,6.4045,3954.79077,1043,50,41.267134,605.357114
25.25,51,17.749,6.37727,4213.24463,1040,50,41.267134,605.357114
25.25,51,15.386,6.38181,4146.79932,1041,50,41.267134,605.357114
25.1875,51,15.955,6.37273,8.47056,991,50,41.267134,605.357114
25.25,51,18.246,6.38635,7668.91797,1046,50,41.267134,605.357114
25.1875,51,14.545,6.38181,7.79854,983,50,41.267134,605.357114
25.25,51,16.163,6.37273,8.50249,997,50,41.267134,605.357114
25.25,51,15.803,6.36819,8.66399,991,50,41.267134,605.357114
25.25,51,18.638,6.37273,9.09885,1008,50,41.267134,605.357114
25.25,51,16.74,6.38181,7.76933,1022,50,41.267134,605.357114
25.25,51,17.373,6.37273,6.11475,1078,50,41.267134,605.357114
25.25,51,17.06,6.36819,5.17054,1104,50,41.267134,605.357114
25.25,51,17.196,6.37273,5.76045,1099,50,41.267134,605.357114
25.25,51,17.861,6.35003,5.2677,1075,50,41.267134,605.357114
25.3125,51,18.95,6.36819,7.62495,1064,50,41.267134,605.357114
25.25,51,17.365,6.35911,2786.98584,1100,50,41.267134,605.357114
25.3125,51,17.052,6.37273,6.81454,1068,50,41.267134,605.357114
25.3125,51,18.558,6.36365,6.30013,1069,50,41.267134,605.357114
25.25,51,19.255,6.36819,7.45532,1041,50,41.267134,605.357114
25.25,51,16.395,6.36819,6.99538,1043,50,41.267134,605.357114
25.25,51,15.346,6.37273,5.8908,1041,50,41.267134,605.357114
25.3125,51,16.892,6.37273,6.13762,1046,50,41.267134,605.357114
25.25,51,16.708,6.37273,6.61371,1030,50,41.267134,605.357114
25.25,51,18.966,6.37273,6.76375,1009,50,41.267134,605.357114
25.25,51,16.267,6.37273,6.6883,1000,50,41.267134,605.357114
25.25,51,16.339,6.38181,6.44293,1001,50,41.267134,605.357114
25.25,51,18.59,6.37273,847.61633,1061,50,41.267134,605.357114
25.3125,51,16.908,6.37273,5.50849,1037,50,41.267134,605.357114
25.3125,51,15.17,6.38635,5.13219,1040,50,41.267134,605.357114
25.3125,51,17.957,6.37273,4.45573,1056,50,41.267134,605.357114
25.3125,51,17.493,6.4045,1062.14441,1101,50,41.267134,605.357114
25.3125,51,17.893,6.42266,956.55878,1085,50,41.267134,605.357114
25.3125,51,18.838,6.60424,1068.76587,1079,50,41.267134,605.357114
25.3125,51,16.732,6.4045,4.5732,1017,50,41.267134,605.357114
25.3125,51,18.51,6.43628,3.97094,1023,50,41.267134,605.357114
25.3125,51,17.421,6.41812,739.69678,1091,50,41.267134,605.357114
25.3125,51,16.716,6.42266,4.09072,1020,50,41.267134,605.357114
25.3125,51,16.74,6.39543,4.38998,1019,50,41.267134,605.357114
25.3125,51,17.268,6.4272,933.52509,1079,50,41.267134,605.357114
25.3125,51,18.326,6.41358,4.24558,1008,50,41.267134,605.357114
25.3125,51,18.462,6.39997,4.59024,1008,50,41.267134,605.357114
25.25,51,16.443,6.41358,956.55878,1065,50,41.267134,605.357114
25.3125,51,16.355,6.4045,4.55623,995,50,41.267134,605.357114
25.3125,51,17.685,6.40904,4.37369,986,50,41.267134,605.357114
25.3125,51,18.302,6.44082,4.27724,982,50,41.267134,605.357114
25.3125,51,18.638,6.43628,3.95621,980,50,41.267134,605.357114
25.3125,51,17.669,6.44082,3.91237,997,50,41.267134,605.357114
25.3125,51,16.796,6.42266,735.37982,1051,50,41.267134,605.357114
25.3125,51,17.541,6.43174,722.60077,1052,50,41.267134,605.357114
25.3125,51,15.474,6.38635,1761.29175,1053,50,41.267134,605.357114
25.3125,51,18.326,6.39997,1159.40906,1045,50,41.267134,605.357114
25.3125,51,17.957,6.37273,6.09197,995,50,41.267134,605.357114
25.3125,51,16.131,6.39997,5.44727,1005,50,41.267134,605.357114
25.25,51,16.179,6.37273,6.6883,1002,50,41.267134,605.357114
25.3125,51,15.194,6.37273,6.4189,994,50,41.267134,605.357114
25.3125,51,18.278,6.35911,5.91282,997,50,41.267134,605.357114
25.3125,51,16.932,6.36819,5.93491,1002,50,41.267134,605.357114
25.3125,51,14.265,6.37273,6.58903,1008,50,41.267134,605.357114
25.3125,51,16.099,6.36365,7.34438,1009,50,41.267134,605.357114
25.25,51,16.652,6.37273,6.37113,1006,50,41.267134,605.357114
25.3125,51,17.14,6.35003,8.21955,1011,50,41.267134,605.357114
25.3125,51,18.045,6.34549,9.16772,1017,50,41.267134,605.357114
25.3125,51,15.963,6.33187,9.59243,1014,50,41.267134,605.357114
25.3125,51,25.342,6.35003,7.42742,1018,50,41.267134,605.357114
25.3125,51,18.174,6.36819,7.76933,1014,50,41.267134,605.357114
25.3125,51,17.989,6.36365,4420.37305,1059,50,41.267134,605.357114
25.3125,51,18.51,6.34549,7.9463,1003,50,41.267134,605.357114
25.3125,51,18.013,6.35457,8.43876,994,50,41.267134,605.357114
25.3125,51,17.437,6.34095,8.15801,992,50,41.267134,605.357114
25.3125,51,17.004,6.35911,8.79546,990,50,41.267134,605.357114
25.3125,51,16.74,6.34095,10.03751,989,50,41.267134,605.357114
25.3125,51,17.244,6.37273,6.37113,1004,50,41.267134,605.357114
25.3125,51,17.292,6.32279,24138.34375,1077,50,41.267134,605.357114
25.375,51,13.928,6.29556,16.17981,1010,50,41.267134,605.357114
25.375,51,18.302,6.29556,875420.5,1071,50,41.267134,605.357114
25.375,51,16.091,6.29556,15.50758,1006,50,41.267134,605.357114
25.375,51,17.052,6.30464,9.92427,1062,50,41.267134,605.357114
25.375,51,16.892,6.32733,7.62495,1054,50,41.267134,605.357114
25.375,51,17.357,6.37273,4.96314,1035,50,41.267134,605.357114
25.375,51,18.79,6.37273,6.7891,1035,50,41.267134,605.357114
25.375,51,17.989,6.35911,5.42701,1067,50,41.267134,605.357114
25.375,51,17.501,6.41358,4.21414,1047,50,41.267134,605.357114
25.375,51,18.101,6.37727,3.47394,1040,50,41.267134,605.357114
25.375,51,15.803,6.43628,3.07315,1033,50,41.267134,605.357114
25.375,51,19.367,6.46352,211.55046,1072,50,41.267134,605.357114
25.3125,51,17.821,6.46806,2.99425,1005,50,41.267134,605.357114
25.375,51,17.581,6.51345,3.13078,979,50,41.267134,605.357114
25.375,51,14.97,6.50437,2.82137,1008,50,41.267134,605.357114
25.375,51,17.805,6.577,2.36867,1035,50,41.267134,605.357114
25.3125,51,19.503,6.51799,2.47693,1041,50,41.267134,605.357114
25.375,51,18.206,6.51799,2.50474,1039,50,41.267134,605.357114
25.375,51,16.019,6.49075,2.34235,1040,50,41.267134,605.357114
25.375,51,17.204,6.53161,2.59971,1018,50,41.267134,605.357114
25.3125,51,17.613,6.55885,2.56131,1018,50,41.267134,605.357114
25.375,51,17.821,6.58154,2.63869,1007,50,41.267134,605.357114
25.375,51,19.631,6.59516,2.61913,1001,50,41.267134,605.357114
25.375,51,15.859,6.64056,2.84243,987,50,41.267134,605.357114
25.375,51,17.236,6.6224,2.84243,975,50,41.267134,605.357114
25.375,51,16.051,6.63148,2.92822,976,50,41.267134,605.357114
25.375,51,15.434,6.67233,2.83188,968,50,41.267134,605.357114
25.375,51,14.713,6.68141,3.0054,955,50,41.267134,605.357114
25.375,51,17.108,6.66779,3.11917,950,50,41.267134,605.357114
25.375,51,17.012,6.67233,3.13078,941,50,41.267134,605.357114
25.375,51,16.532,6.66325,3.33487,934,50,41.267134,605.357114
25.4375,51,15.322,6.70411,3.0054,942,50,41.267134,605.357114
25.375,51,17.853,6.69503,4.8176,1008,50,41.267134,605.357114
25.4375,51,16.355,6.67233,7.28955,1013,50,41.267134,605.357114
25.4375,51,16.516,6.68595,5.76045,1006,50,41.267134,605.357114
25.4375,51,17.533,6.53161,3.0054,981,50,41.267134,605.357114
25.4375,51,15.699,6.32733,11.41858,1031,50,41.267134,605.357114
25.4375,51,16.732,6.49075,3.0054,991,50,41.267134,605.357114
25.4375,51,16.74,6.51345,2.96105,979,50,41.267134,605.357114
25.4375,51,14.962,6.5997,3.13078,951,50,41.267134,605.357114
25.4375,51,15.426,6.66779,6.96925,1041,50,41.267134,605.357114
25.4375,51,16.267,6.70411,2.63869,972,50,41.267134,605.357114
25.4375,51,15.554,6.69503,2.93912,953,50,41.267134,605.357114
25.4375,51,15.41,6.73589,2.82137,951,50,41.267134,605.357114
25.4375,51,16.355,6.65418,2.82137,948,50,41.267134,605.357114
25.4375,51,17.757,6.69503,2.99425,944,50,41.267134,605.357114
25.4375,51,16.483,6.70411,3.01658,938,50,41.267134,605.357114
25.4375,51,18.374,6.70411,2.6683,967,50,41.267134,605.357114
25.375,51,16.211,6.71319,2.8109,959,50,41.267134,605.357114
25.4375,51,17.004,6.66325,8.63143,1027,50,41.267134,605.357114
25.4375,51,18.246,6.6451,8.63143,1008,50,41.267134,605.357114
25.4375,51,15.963,6.63602,2.8109,960,50,41.267134,605.357114
25.4375,51,16.019,6.49075,2.86364,978,50,41.267134,605.357114
25.4375,51,6.071,6.63602,17.01394,1006,50,41.267134,605.357114
25.375,51,15.859,6.6224,3.0054,930,50,41.267134,605.357114
25.4375,51,17.18,6.56793,2.95007,942,50,41.267134,605.357114
25.375,51,17.188,6.53161,3.0054,944,50,41.267134,605.357114
25.4375,51,16.315,6.56793,3.0504,941,50,41.267134,605.357114
25.4375,51,16.964,6.54523,39.83778,989,50,41.267134,605.357114
25.4375,51,18.117,6.55885,30.60307,995,50,41.267134,605.357114
25.4375,51,17.725,6.56339,8.89541,1086,50,41.267134,605.357114
25.4375,51,17.589,6.5997,15.93189,1037,50,41.267134,605.357114
25.4375,51,17.052,6.59516,2.52346,955,50,41.267134,605.357114
25.4375,51,13.792,6.59516,2.80047,944,50,41.267134,605.357114
25.4375,51,13.6,6.63148,2.97207,925,50,41.267134,605.357114
25.4375,51,16.684,6.57246,2.71839,947,50,41.267134,605.357114
25.4375,51,15.426,6.51799,2.4132,970,50,41.267134,605.357114
25.4375,51,17.108,6.54523,2.73868,962,50,41.267134,605.357114
25.5,51,16.644,6.59516,2.80047,944,50,41.267134,605.357114
25.5,51,9.691,6.59062,2.86364,934,50,41.267134,605.357114
25.4375,51,18.774,6.66779,2.7083,943,50,41.267134,605.357114
25.4375,51,16.251,6.6224,2.71839,939,50,41.267134,605.357114
25.4375,51,16.379,6.49075,2.83188,973,50,41.267134,605.357114
25.4375,51,13.744,6.50437,2.93912,957,50,41.267134,605.357114
25.4375,51,16.227,6.61332,20.9141,982,50,41.267134,605.357114
25.4375,51,17.156,6.577,20.50868,1021,50,41.267134,605.357114
25.4375,51,16.363,6.58608,2.49543,961,50,41.267134,605.357114
25.5,51,16.379,6.577,2.62889,960,50,41.267134,605.357114
25.5,51,16.115,6.54523,2.73868,950,50,41.267134,605.357114
25.5,51,16.019,6.55885,2.84243,945,50,41.267134,605.357114
25.5,51,15.186,6.54069,2.63869,963,50,41.267134,605.357114
25.5,51,15.434,6.54977,1.99518,1017,50,41.267134,605.357114
25.5,51,16.74,6.55885,1.89345,1039,50,41.267134,605.357114
25.5,51,15.675,6.55885,2.10226,1008,50,41.267134,605.357114
25.5,51,16.796,6.53161,34.68159,1057,50,41.267134,605.357114
25.5,51,14.93,6.54523,2.31631,999,50,41.267134,605.357114
25.5,51,17.044,6.52707,42.02308,1054,50,41.267134,605.357114
25.5,51,16.868,6.51345,2.47693,978,50,41.267134,605.357114
25.5,51,16.219,6.49529,2.63869,976,50,41.267134,605.357114
25.4375,51,12.855,6.63148,2.73868,946,50,41.267134,605.357114
25.5,51,12.679,6.58608,2.69824,945,50,41.267134,605.357114
25.4375,51,13.816,6.60424,2.84243,929,50,41.267134,605.357114
25.5,51,13.368,6.63148,17.01394,985,50,41.267134,605.357114
25.5,51,14.962,6.577,2.80047,943,50,41.267134,605.357114
25.5,51,15.154,6.53161,38.39697,1012,50,41.267134,605.357114
25.5,51,15.859,6.52707,2.67824,946,50,41.267134,605.357114
25.5,51,15.426,6.56793,2.88501,939,50,41.267134,605.357114
25.5,51,18.15,5.64641,0,1154,50,41.267134,605.357114
25.5,51,19.591,5.65549,0,1139,50,41.267134,605.357114
25.5,51,17.501,5.71905,0,1138,50,41.267134,605.357114
25.5,51,16.756,5.71905,0,1152,50,41.267134,605.357114
25.5,51,17.028,5.74174,0,1158,50,41.267134,605.357114
25.5,51,15.771,5.7599,0,1168,50,41.267134,605.357114
25.5,51,17.629,5.79168,0,1200,50,41.267134,605.357114
25.5,51,20.184,5.79168,7921023,1119,50,41.267134,605.357114
25.5,51,18.526,5.81437,0,1169,50,41.267134,605.357114
25.5,51,16.564,5.87793,26772.45313,1106,50,41.267134,605.357114
25.5,51,17.725,5.88701,80531.46875,1108,50,41.267134,605.357114
25.5625,51,18.774,5.86431,0,1157,50,41.267134,605.357114
25.5,51,18.438,5.92786,0,1182,50,41.267134,605.357114
25.5,51,19.663,5.94148,1530.32153,1136,50,41.267134,605.357114
25.4375,51,18.91,5.92332,1174.13599,1129,50,41.267134,605.357114
25.5,51,16.556,5.9097,2498.29687,1118,50,41.267134,605.357114
25.5,51,18.838,5.9551,1308.56482,1100,50,41.267134,605.357114
25.4375,51,18.71,5.9778,784.53229,1110,50,41.267134,605.357114
25.5,51,20.208,5.95964,775.31793,1107,50,41.267134,605.357114
25.5,51,16.884,6.05951,246.53773,1092,50,41.267134,605.357114
25.5,51,15.586,6.07312,127.45039,1073,50,41.267134,605.357114
25.4375,51,17.292,6.26832,50.6501,1057,50,41.267134,605.357114
25.5,51,15.891,6.2774,5.67519,1005,50,41.267134,605.357114
25.5,51,16.652,6.2774,15.80943,1009,50,41.267134,605.357114
25.5,51,18.174,6.26832,560645.75,1075,50,41.267134,605.357114
25.5,51,17.244,6.20477,0,1096,50,41.267134,605.357114
25.5,51,16.66,6.17753,44.89249,1067,50,41.267134,605.357114
25.5,51,15.715,6.17753,51.29012,1106,50,41.267134,605.357114
25.5,51,15.17,6.51799,2.61913,966,50,41.267134,605.357114
25.5,51,15.01,6.59062,3116.07617,1082,50,41.267134,605.357114
25.5,51,17.725,6.35003,2.44941,967,50,41.267134,605.357114
25.5625,51,16.379,6.22747,34.40162,1033,50,41.267134,605.357114
25.5,51,15.122,6.46806,152.03966,1039,50,41.267134,605.357114
25.5,51,16.708,6.22293,6.06928,1006,50,41.267134,605.357114
25.5,51,15.322,6.37727,4.96314,994,50,41.267134,605.357114
25.5625,51,14.545,6.56793,510950.1875,1099,50,41.267134,605.357114
25.5625,51,15.771,6.22747,18.3155,1093,50,41.267134,605.357114
25.5625,51,12.423,6.74496,1.98774,993,50,41.267134,605.357114
25.5,51,16.131,6.22747,10.82744,1056,50,41.267134,605.357114
25.5,51,13.336,6.51799,2.20674,987,50,41.267134,605.357114
25.5625,51,14.401,6.61786,2.29056,963,50,41.267134,605.357114
25.5625,51,14.721,6.32733,5.15133,1035,50,41.267134,605.357114
25.5,51,15.362,6.52253,2.46772,1006,50,41.267134,605.357114
25.5,51,16.884,6.37727,8.82865,1033,50,41.267134,605.357114
25.5,51,14.393,6.67687,2.58044,947,50,41.267134,605.357114
25.5,51,15.01,6.34095,8.69667,1003,50,41.267134,605.357114
25.5625,51,15.474,6.25016,22.71208,1021,50,41.267134,605.357114
25.5,51,15.506,6.32279,12.36897,1005,50,41.267134,605.357114
25.5625,51,14.129,6.73589,2.36867,949,50,41.267134,605.357114
25.5,51,14.946,6.58154,2.28204,992,50,41.267134,605.357114
25.5625,51,11.886,6.76312,2.25666,957,50,41.267134,605.357114
25.5625,51,13.159,6.69503,2.36867,947,50,41.267134,605.357114
25.5,51,14.225,6.66325,2.35987,944,50,41.267134,605.357114
25.5625,51,16.211,6.37273,7.31691,1019,50,41.267134,605.357114
25.5625,51,15.17,6.63602,2.29056,946,50,41.267134,605.357114
25.5625,51,15.434,6.74496,2.29056,948,50,41.267134,605.357114
25.5625,51,13.68,6.68595,2.27355,991,50,41.267134,605.357114
25.5625,51,15.258,6.30464,11.28914,1016,50,41.267134,605.357114
25.5625,51,16.099,6.51799,352.54269,1042,50,41.267134,605.357114
25.5625,51,12.495,6.22747,2.58044,951,50,41.267134,605.357114
25.5,51,15.514,6.36365,276.74878,1019,50,41.267134,605.357114
25.5625,51,14.657,6.48622,3.56544,954,50,41.267134,605.357114
25.5625,51,17.453,6.0822,231.12471,1045,50,41.267134,605.357114
25.5,51,15.634,6.22747,2.44941,979,50,41.267134,605.357114
25.5625,51,14.793,6.55885,3.35973,983,50,41.267134,605.357114
25.5625,51,12.983,6.54069,2.39529,968,50,41.267134,605.357114
25.5,51,15.803,6.20023,46.59933,1043,50,41.267134,605.357114
25.5625,51,13.832,6.37727,2.4132,930,50,41.267134,605.357114
25.5625,51,15.867,6.00503,450.5249,1074,50,41.267134,605.357114
25.5625,51,13.48,6.26378,17.41409,1013,50,41.267134,605.357114
25.5625,51,12.182,6.31372,5.46759,993,50,41.267134,605.357114
25.5,51,14.385,6.43174,12.99829,1009,50,41.267134,605.357114
25.5625,51,15.01,6.22747,51.29012,1037,50,41.267134,605.357114
25.5625,51,15.955,6.45898,2.26509,971,50,41.267134,605.357114
25.5625,51,17.044,6.38181,3.81196,1003,50,41.267134,605.357114
25.5625,51,18.31,6.15937,17.61787,1017,50,41.267134,605.357114
25.5625,51,16.628,6.39543,37.92929,1022,50,41.267134,605.357114
25.5,51,17.18,6.29102,17.8935,998,50,41.267134,605.357114
25.5625,51,16.155,6.39997,1938.14404,1042,50,41.267134,605.357114
25.5625,51,16.339,6.41358,33.84884,1008,50,41.267134,605.357114
25.5625,51,17.012,6.41812,2.8109,945,50,41.267134,605.357114
25.5625,51,16.564,6.54977,44.15577,1008,50,41.267134,605.357114
25.5625,51,14.665,6.43174,3.02781,976,50,41.267134,605.357114
